"","identifier","datestamp","setSpec","setSpec.1","setSpec.2","setSpec.3","setSpec.4","setSpec.5","title","creator","creator.1","creator.2","creator.3","subject","description","description.1","date","type","type.1","identifier.4","source","identifier.1","identifier.2","identifier.3","language","rights","format","format.1","creator.4","creator.5","creator.6","creator.7","creator.8","creator.9","subject.1","subject.2","subject.3","subject.4","subject.5","subject.6","format.2","setSpec.6","setSpec.7","creator.10","title.1","creator.11","creator.12","creator.13","creator.14","creator.15","creator.16","creator.17","creator.18","creator.19","creator.20","creator.21","creator.22","creator.23","creator.24","creator.25","creator.26","creator.27","creator.28","creator.29","creator.30","creator.31","creator.32","creator.33","creator.34","creator.35","creator.36","creator.37","creator.38","creator.39","creator.40","creator.41","creator.42","creator.43","creator.44","creator.45","creator.46","creator.47","creator.48","creator.49","creator.50","creator.51","creator.52","creator.53","creator.54","creator.55","creator.56","creator.57","creator.58","creator.59","creator.60","creator.61","creator.62","creator.63","creator.64","creator.65","creator.66","creator.67","creator.68","creator.69","creator.70","creator.71","creator.72","creator.73","creator.74","creator.75","creator.76","creator.77","creator.78","creator.79","creator.80","creator.81","subject.7","subject.8","subject.9","subject.10","subject.11","subject.12","subject.13","subject.14","subject.15","subject.16","subject.17","subject.18","subject.19","subject.20","subject.21","subject.22","subject.23","subject.24","subject.25","subject.26"
"61","oai:kops.uni-konstanz.de:123456789/42389","2018-05-18T01:15:34Z","com_123456789_14","col_123456789_45","doc-type:article","ddc:400","doc-type:Text","open_access","Processing Coordinate Subject-Verb Agreement in L1 and L2 Greek","Kaltsa, Maria","Tsimpli, Ianthi M.","Marinis, Theodoros","Stavrou, Melita","number agreement; coordinate subjects; child bilingualism ; Greek sentence processing; adult processing","The present study examines the processing of subject-verb (SV) number agreement with coordinate subjects in pre-verbal and post-verbal positions in Greek. Greek is a language with morphological number marked on nominal and verbal elements. Coordinate SV agreement, however, is special in Greek as it is sensitive to the coordinate subject's position: when pre-verbal, the verb is marked for plural while when post-verbal the verb can be in the singular. We conducted two experiments, an acceptability judgment task with adult monolinguals as a pre-study (Experiment 1) and a self-paced reading task as the main study (Experiment 2) in order to obtain acceptance as well as processing data. Forty adult monolingual speakers of Greek participated in Experiment 1 and a hundred and forty one in Experiment 2. Seventy one children participated in Experiment 2: 30 Albanian-Greek sequential bilingual children and 41 Greek monolingual children aged 10-12 years. The adult data in Experiment 1 establish the difference in acceptability between singular VPs in SV and VS constructions reaffirming our hypothesis. Meanwhile, the adult data in Experiment 2 show that plural verbs accelerate processing regardless of subject position. The child online data show that sequential bilingual children have longer reading times (RTs) compared to the age-matched monolingual control group. However, both child groups follow a similar processing pattern in both pre-verbal and post-verbal constructions showing longer RTs immediately after a singular verb when the subject was pre-verbal indicating a grammaticality effect. In the post-verbal coordinate subject sentences, both child groups showed longer RTs on the first subject following the plural verb due to the temporary number mismatch between the verb and the first subject. This effect was resolved in monolingual children but was still present at the end of the sentence for bilingual children indicating difficulties to reanalyze and integrate information. Taken together, these findings demonstrate that (a) 10-12 year-old sequential bilingual children are sensitive to number agreement in SV coordinate constructions parsing sentences in the same way as monolingual children even though their vocabulary abilities are lower than that of age-matched monolingual peers and (b) bilinguals are slower in processing overall.","published","2016","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-2-1tke2508wo67o7","Frontiers in Psychology ; 7 (2016). - 648. - eISSN 1664-1078","505271370","http://dx.doi.org/10.3389/fpsyg.2016.00648","27242577","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf",NA,NA,NA,NA,NA,NA,"ddc:400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","oai:kops.uni-konstanz.de:123456789/38885","2018-05-10T18:00:26Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","In the presence of specialist root and shoot herbivory, invasive-range Brassica nigra populations have stronger competitive effects than native-range populations","Oduor, Ayub M. O.","van Kleunen, Mark","Stift, Marc",NA,"above-ground herbivory, below-ground herbivory, common garden, community context, competition, enemy release hypothesis, evolution of increased competitive ability, invasive populations, native populations","1. The evolution of increased competitive ability (EICA) hypothesis predicts that release from specialist herbivores enables invasive plants to evolve increased growth. The most powerful tests of EICA hypothesis are provided by approaches that simultaneously assess the effects of specialist herbivory and competitive interactions. However, such approaches are extremely rare, and hence how simultaneous release from root and shoot herbivory influence competitive ability of invasive plants remains little understood.<br /><br />2. Here, we tested whether invasive-range Brassica nigra plants have evolved increased competitive ability, and whether expression of competitive ability depends on separate and simultaneous effects of specialist root and shoot herbivory. To do this, we grew B. nigra plants from eight invasive-range and eight native-range populations in the presence vs. absence of competition with a community of native plant species, and in the absence vs. presence of separate and simultaneous damage by a specialist root herbivore (Delia radicum) and a specialist shoot herbivore (Plutella xylostella). Brassica nigra performance was assessed by measuring biomass production and flowering of individual B. nigra plants.<br /><br />3. In partial support of the EICA hypothesis, invasive-range B. nigra had greater flowering than native-range conspecifics in the absence of competition. However, contrary to a prediction of the EICA hypothesis, invasiverange B. nigra produced less above-ground biomass than native-range B. nigra in the absence of shoot herbivory and competition. Moreover, with simultaneous root and shoot herbivory, invasive-range B. nigra suppressed a competing community more strongly than native-range B. nigra did.<br /><br />4. Synthesis. Our results suggest that invasiveness may be driven by mechanisms other than increased individual size. Simultaneous root and shoot herbivory in the invasive range may enhance suppressive effects of introduced plant species that have not completely escaped herbivore damage in the introduced range.","published","2017","doc-type:article","doc-type:Text",NA,"Journal of Ecology ; 105 (2017), 6. - S. 1679-1686. - ISSN 0022-0477. - eISSN 1365-2745","495207497","http://dx.doi.org/10.1111/1365-2745.12779","http://nbn-resolving.de/urn:nbn:de:bsz:352-2--1ro753n0c716h0","eng",NA,"application/pdf","application/pdf",NA,NA,NA,NA,NA,NA,"ddc:570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","oai:kops.uni-konstanz.de:123456789/39082","2018-05-04T07:08:34Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","Individual variation in local interaction rules can explain emergent patterns of spatial organization in wild baboons","Farine, Damien R.","Strandburg-Peshkin, Ariana","Couzin, Iain D.","Berger-Wolf, Tanya Y.","collective animal behaviour, foraging, group-living Papio, social structure, within-group spatial position","Researchers have long noted that individuals occupy consistent spatial positions within animal groups. However, an individual's position depends not only on its own behaviour, but also on the behaviour of others. Theoretical models of collective motion suggest that global patterns of spatial assortment can arise from individual variation in local interaction rules. However, this prediction remains untested. Using high-resolution GPS tracking of members of a wild baboon troop, we identify consistent inter-individual differences in within-group spatial positioning. We then apply an algorithm that identifies what number of conspecific group members best predicts the future location of each individual (we call this the individual's neighbourhood size) while the troop is moving. We find clear variation in the most predictive neighbourhood size, and this variation relates to individuals' propensity to be found near the centre of their group. Using simulations, we show that having different neighbourhood sizes is a simple candidate mechanism capable of linking variation in local individual interaction rules-in this case how many conspecifics an individual interacts with-to global patterns of spatial organization, consistent with the patterns we observe in wild primates and a range of other organisms.","published","2017-04-26","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-0-408635","Proceedings of the Royal Society B : Biological Sciences ; 284 (2017), 1853. - 20162243. - ISSN 0962-8452. - eISSN 1471-2954","490113311","http://dx.doi.org/10.1098/rspb.2016.2243","28424342","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Crofoot, Margaret C.",NA,NA,NA,NA,NA,"ddc:570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","oai:kops.uni-konstanz.de:123456789/9363","2018-05-17T11:52:36Z","com_123456789_10","col_123456789_41","ddc:530","doc-type:article","doc-type:Text","open_access","Effect of phase modulation of a laser pulse on the generation of a coherent totally symmetric phonon in a tellurium single crystal","Misochko, Oleg Victor","Andreev, Sergej V.","Kompanets, V. O.","Matveets, Yu. A.","ddc:530","The effect of phase modulation (resulting in a chirp of an ultrashort laser pulse) on the generation of a coherent A1 phonon in Te was studied. The amplitude of coherent oscillations was found to depend on the sign and value of the pulse chirp: the oscillation amplitude decreases as the chirp increases. For a positive chirp, this effect is twofold stronger than for a negative one. The frequency-resolved response of a bandwidth-limited pulse was studied, which revealed the difference of oscillations and the relaxation response for the Stokes and anti-Stokes frequencies. The detected phenomena can be used for coherent control of lattice dynamics.",NA,"2007","doc-type:article","doc-type:Text",NA,"Physics of the solid state ; 49 (2007), 11. - S. 2171-2176","276187652","http://dx.doi.org/10.1134/S106378340711025X","http://nbn-resolving.de/urn:nbn:de:bsz:352-opus-45548","eng","https://creativecommons.org/licenses/by-nc-nd/2.0/legalcode","application/pdf","application/pdf","Stepanov, A. G.","Chekalin, Sergey V.","Dekorsy, Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"application/pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","oai:kops.uni-konstanz.de:123456789/12495","2018-05-17T12:03:21Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","Permanent Genetic Resources added to Molecular Ecology Resources Database 1 August 2009–30 September 2009","Abdoullaye, Doukary","Acevedo, I.","Adebayo, Abisolaa","Behrmann-Godel, Jasminca","ddc:570","This article documents the addition of 238 microsatellite marker loci and 72 pairs of Single Nucleotide Polymorphism (SNP) sequencing primers to the Molecular Ecology Resources Database. Loci were developed for the following species: Adelges tsugae, Artemisia tridentata, Astroides calycularis, Azorella selago, Botryllus schlosseri, Botrylloides violaceus, Cardiocrinum cordatum var. glehnii, Campylopterus curvipennis, Colocasia esculenta, Cynomys ludovicianus, Cynomys leucurus, Cynomys gunnisoni, Epinephelus coioides, Eunicella singularis, Gammarus pulex, Homoeosoma nebulella, Hyla squirella, Lateolabrax japonicus, Mastomys erythroleucus, Pararge aegeria, Pardosa sierra, Phoenicopterus ruber ruber and Silene latifolia. These loci were cross-tested on the following species: Adelges abietis, Adelges cooleyi, Adelges piceae, Pineus pini, Pineus strobi, Tubastrea micrantha, three other Tubastrea species, Botrylloides fuscus, Botrylloides simodensis, Campylopterus hemileucurus, Campylopterus rufus, Campylopterus largipennis, Campylopterus villaviscensio, Phaethornis longuemareus, Florisuga mellivora, Lampornis amethystinus, Amazilia cyanocephala, Archilochus colubris, Epinephelus lanceolatus, Epinephelus fuscoguttatus, Symbiodinium temperate-A clade, Gammarus fossarum, Gammarus roeselii, Dikerogammarus villosus and Limnomysis benedeni. This article also documents the addition of 72 sequencing primer pairs and 52 allele specific primers for Neophocaena phocaenoides.",NA,"2010","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-124959","Molecular Ecology Resources ; 10 (2010), 1. - S. 232-236. - ISSN 1755-098X. - eISSN 1755-0998","34620383X","http://dx.doi.org/10.1111/j.1755-0998.2009.02796.x","21565018","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Benjamin, R. C.","Bock, Dan G.","Born, Céline","Brouat, Carine","Caccone, Adalgisa","Cao, Ling-Zhen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Casado-Amezúa, P.",NA,"Catanéo, J.","Correa-Ramirez, M. M.","Cristescu, Melania E.","Dobigny, Gauthier","Egbosimba, Emmanuel E.","Etchberger, Lianna K.","Fan, Bin","Fields, Peter D.","Forcioli, D.","Furla, P.","Garcia de Leon, F. J.","García-Jiménez, R.","Gauthier, Philippe","Gergs, René","Gonzáles, Clementina","Granjon, Laurent","Gutiérrez-Rodríguez, Carla","Havill, Nathan P.","Helsen, P.","Hether, Tyler D.","Hoffman, Eric A.","Hu, Xiangyang","Ingvarsson, Pär K.","Ishizaki, S.","Ji, Heyi","Ji, X. S.","Jimenez, M. L.","Kapil, R.","Karban, R.","Keller, Stephen R.","Kubota, S.","Li, Shuzhen","Li, Wansha","Lim, Douglas D.","Lin, Haoran","Liu, Xiaochun","Luo, Yayan","Machordom, A.","Martin, Andrew P.","Matthysen, E.","Mazzella, Maxwell N.","McGeoch, Mélodie A.","Meng, Zining","Nishizawa, M.","O'Brien, Patricia","Ohara, M.","Ornelas, Juan Francisco","Ortu, M. F.","Pedersen, Amy B.","Preston, L.","Ren, Qin","Rothhaupt, Karl-Otto","Sackett, Loren C.","Sang, Qing","Sawyer, G. M.","Shiojiri, K.","Taylor, Douglas R.","Dongen, S. van","Jansen van Vuuren, Bettine","Vandewoestijne, S.","Wang, H.","Wang, J. T.","Wang, Le","Xiang-Li, Xu","Yang, Guang","Yang, Yongping","Zeng, Y. Q.","Zhang, Qing-Wen","Zhang, Yongping","Zhao, Y.","Zhou, Yan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","oai:kops.uni-konstanz.de:123456789/35379","2018-05-15T11:41:40Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","Quantification of Metabolic Rearrangements During Neural Stem Cells Differentiation into Astrocytes by Metabolic Flux Analysis","Sá, João V.","Kleiderman, Susanne","Brito, Catarina","Sonnewald, Ursula","ddc:570","Proliferation and differentiation of neural stem cells (NSCs) have a crucial role to ensure neurogenesis and gliogenesis in the mammalian brain throughout life. As there is growing evidence for the significance of metabolism in regulating cell fate, knowledge on the metabolic programs in NSCs and how they evolve during differentiation into somatic cells may provide novel therapeutic approaches to address brain diseases. In this work, we applied a quantitative analysis to assess how the central carbon metabolism evolves upon differentiation of NSCs into astrocytes. Murine embryonic stem cell (mESC)-derived NSCs and astrocytes were incubated with labelled [1-(13)C]glucose and the label incorporation into intracellular metabolites was followed by GC-MS. The obtained (13)C labelling patterns, together with uptake/secretion rates determined from supernatant analysis, were integrated into an isotopic non-stationary metabolic flux analysis ((13)C-MFA) model to estimate intracellular flux maps. Significant metabolic differences between NSCs and astrocytes were identified, with a general downregulation of central carbon metabolism during astrocytic differentiation. While glucose uptake was 1.7-fold higher in NSCs (on a per cell basis), a high lactate-secreting phenotype was common to both cell types. Furthermore, NSCs consumed glutamine from the medium; the highly active reductive carboxylation of alpha-ketoglutarate indicates that this was converted to citrate and used for biosynthetic purposes. In astrocytes, pyruvate entered the TCA cycle mostly through pyruvate carboxylase (81%). This pathway supported glutamine and citrate secretion, recapitulating well described metabolic features of these cells in vivo. Overall, this fluxomics study allowed us to quantify the metabolic rewiring accompanying astrocytic lineage specification from NSCs.","published","2017","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-2-1mh8rtqlqgvys6","Neurochemical Research ; 42 (2017), 1. - S. 244-253. - ISSN 0364-3190. - eISSN 1573-6903","497743213","http://dx.doi.org/10.1007/s11064-016-1907-z","27068034","eng",NA,"application/pdf","application/pdf","Leist, Marcel","Teixeira, Ana P.","Alves, Paula M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","oai:kops.uni-konstanz.de:123456789/31600","2018-05-04T07:08:34Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","The ubiquitin-specific protease USP8 is critical for the development and homeostasis of T cells","Dufner, Almut","Kisser, Agnes","Niendorf, Sandra","Basters, Anja","ddc:570","The modification of proteins by ubiquitin has a major role in cells of the immune system and is counteracted by various deubiquitinating enzymes (DUBs) with poorly defined functions. Here we identified the ubiquitin-specific protease USP8 as a regulatory component of the T cell antigen receptor (TCR) signalosome that interacted with the adaptor Gads and the regulatory molecule 14-3-3β. Caspase-dependent processing of USP8 occurred after stimulation of the TCR. T cell-specific deletion of USP8 in mice revealed that USP8 was essential for thymocyte maturation and upregulation of the gene encoding the cytokine receptor IL-7Rα mediated by the transcription factor Foxo1. Mice with T cell-specific USP8 deficiency developed colitis that was promoted by disturbed T cell homeostasis, a predominance of CD8(+) γδ T cells in the intestine and impaired regulatory T cell function. Collectively, our data reveal an unexpected role for USP8 as an immunomodulatory DUB in T cells.",NA,"2015","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-0-298522","Nature Immunology ; 16 (2015), 9. - S. 950-960. - ISSN 1529-2908. - eISSN 1529-2916","475125630","http://dx.doi.org/10.1038/ni.3230","26214742","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Reissig, Sonja","Schönle, Anne","Aichem, Annette","Kurz, Thorsten","Schlosser, Andreas","Yablonski, Deborah",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Groettrup, Marcus",NA,"Buch, Thorsten","Waisman, Ari","Schamel, Wolfgang W.","Prinz, Marco","Knobeloch, Klaus-Peter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","oai:kops.uni-konstanz.de:123456789/42405","2018-05-23T01:14:14Z","com_123456789_5","col_123456789_36","doc-type:article","ddc:004","doc-type:Text","open_access","The Third Man : hierarchy formation in Wikipedia","Lerner, Jürgen","Lomi, Alessandro",NA,NA,"Hierarchy formation; Online collaboration networks; Open production; Relational event models; Wikipedia","Wikipedia articles are written by teams of independent volunteers in the absence of formal hierarchical organizational structures. How is coordination achieved under such conditions of extreme decentralization? Building on studies on the organization of dominance relations in animal and human societies, we theorize that coordination in Wikipedia is made possible by an emergent hierarchical order sustained by self-organizing sequences of text editing events. We propose a new method to turn the editing history of Wikipedia pages into an evolving multiplex network resulting from three types of interaction events: dyadic undo, dyadic redo, and third-party based edit events. We develop new relational event models for signed networks that specify how the probability of observing various types of edit events depends on their embeddedness in sequences of past edit events. Using a random sample of page histories comprising 12,719 revisions produced by 7,657 unique users, we examine the relation between theoretically defined sequences of text editing events, and the emergence of linear dominance hierarchies that regulate production relations within Wikipedia. We find evidence that dyadic interaction gives rise to systematic extra-dyadic dependence structures that are partially consistent with a hierarchical interpretation of the Wikipedia editing network. We support and complement the statistical analysis of multiplex event networks with data visualizations that provide qualitative validation of our main results.","published","2017","doc-type:article","doc-type:Text",NA,"Applied Network Science ; 2 (2017). - 24. - eISSN 2364-8228","505374897","http://dx.doi.org/10.1007/s41109-017-0043-2","http://nbn-resolving.de/urn:nbn:de:bsz:352-2-1m2i2a4qehkx68","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf",NA,NA,NA,NA,NA,NA,"ddc:004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","oai:kops.uni-konstanz.de:123456789/36933","2018-05-04T07:08:34Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","Visual sensory networks and effective information transfer in animal groups","Strandburg-Peshkin, Ariana","Twomey, Colin R.","Bode, Nikolai W.F.","Kao, Albert B.","ddc:570","Social transmission of information is vital for many group-living animals, allowing coordination of motion and effective response to complex environments. Revealing the interaction networks underlying information flow within these groups is a central challenge. Previous work has modeled interactions between individuals based directly on their relative spatial positions: each individual is considered to interact with all neighbors within a fixed distance (metric range), a fixed number of nearest neighbors (topological range), a 'shell' of near neighbors (Voronoi range), or some combination (Figure 1A). However, conclusive evidence to support these assumptions is lacking. Here, we employ a novel approach that considers individual movement decisions to be based explicitly on the sensory information available to the organism. In other words, we consider that while spatial relations do inform interactions between individuals, they do so indirectly, through individuals' detection of sensory cues. We reconstruct computationally the visual field of each individual throughout experiments designed to investigate information propagation within fish schools (golden shiners, Notemigonus crysoleucas). Explicitly considering visual sensing allows us to more accurately predict the propagation of behavioral change in these groups during leadership events. Furthermore, we find that structural properties of visual interaction networks differ markedly from those of metric and topological counterparts, suggesting that previous assumptions may not appropriately reflect information flow in animal groups.","published","2013","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-0-387492","Current Biology ; 23 (2013), 17. - S. R709-R711. - ISSN 0960-9822. - eISSN 1879-0445","48854209X","http://dx.doi.org/10.1016/j.cub.2013.07.059","24028946","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Katz, Yael","Ioannou, Christos C.","Rosenthal, Sara B.","Torney, Colin J.","Wu, Hai Shan","Couzin, Iain D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","oai:kops.uni-konstanz.de:123456789/39230","2018-05-09T14:04:13Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","OECD/EFSA workshop on developmental neurotoxicity (DNT) : The use of non-animal test methods for regulatory purposes","Fritsche, Ellen","Crofton, Kevin M","Hernandez, Antonio F","Hougaard Bennekou, Susanne","ddc:570","published",NA,"2017","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-0-409592","ALTEX ; 34 (2017), 2. - S. 311-315. - ISSN 1868-596X. - eISSN 1868-8551","489696821","http://dx.doi.org/10.14573/altex.1701171","28407175","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Leist, Marcel","Bal-Price, Anna","Reaves, Elissa","Wilks, Martin F","Terron, Andrea","Gourmelon, Anne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","oai:kops.uni-konstanz.de:123456789/42340","2018-05-16T01:14:42Z","com_123456789_1","col_123456789_28","doc-type:article","doc-type:Text","open_access","ddc:570","High Costs of Female Choice in a Lekking Lizard","Vitousek, Maren N.","Mitchell, Mark A.","Woakes, Anthony J.","Niemack, Michael D.","ddc:570","Although the cost of mate choice is an essential component of the evolution and maintenance of sexual selection, the energetic cost of female choice has not previously been assessed directly. Here we report that females can incur high energetic costs as a result of discriminating among potential mates. We used heart rate biologging to quantify energetic expenditure in lek-mating female Galápagos marine iguanas (Amblyrhynchus cristatus). Receptive females spent 78.9+/-23.2 kJ of energy on mate choice over a 30-day period, which is equivalent to approximately (3/4) of one day's energy budget. Females that spent more time on the territories of high-quality, high-activity males displayed greater energetic expenditure on mate choice, lost more mass, and showed a trend towards producing smaller follicles. Choosy females also appear to face a reduced probability of survival if El Niño conditions occur in the year following breeding. These findings indicate that female choice can carry significant costs, and suggest that the benefits that lek-mating females gain through mating with a preferred male may be higher than previously predicted.","published","2007-06-27","doc-type:article","doc-type:Text","http://nbn-resolving.de/urn:nbn:de:bsz:352-2-1ifr2aqnq4xqv8","PLoS one ; 2 (2007), 6. - e567. - eISSN 1932-6203","50506975X","http://dx.doi.org/10.1371/journal.pone.0000567","17593966","eng","https://kops.uni-konstanz.de/page/termsofuse","application/pdf","application/pdf","Wikelski, Martin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
